model,prompt_uid,case_id,strategy,level,noise_label,criticality,clearance_margin_cm,reference_judgment,stable_wrong_judgment,repeats,error_category,prompt_excerpt,response_excerpt,evidence
claude-opus-4-6,constraint_boundary_solver__C007_L1_none,C007,constraint_boundary_solver,L1,none,borderline,3,can_pass,uncertain,3,under_specification,场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角比较紧凑，轮椅宽度不小，但似乎还能勉强调整方向。请你根据空间常识判断。 请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。,## 推理过程  1. **电动轮椅的典型尺寸**：标准电动轮椅宽度约60-70cm，长度约100-120cm。转弯时需要的空间主要取决于转弯半径，一般电动轮椅的最小转弯半径约为75-100cm。  2. **楼梯转角的典型空间**：住宅楼梯的标准宽度通常为1.0-1.2m，转角平台的尺寸一般与楼梯宽度相当，即大约1.0m×1.0m到1.2m×1.2m的方形区域。  3. **关键矛盾**：电动轮椅要在90度转角完成转向，需要的有效空间,"3 repeats all gave uncertain, reference=can_pass"
claude-opus-4-6,halton_space_filling__C007_L1_material_color,C007,halton_space_filling,L1,material_color,borderline,7,can_pass,uncertain,3,under_specification,场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角比较紧凑，轮椅宽度不小，但似乎还能勉强调整方向。请你根据空间常识判断。 无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。 请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答。,## 推理过程  **关键空间因素分析：**  1. **楼梯转角的典型尺寸**：住宅或公共建筑楼梯的90度转角平台，宽度通常在1.0m～1.2m左右（标准住宅楼梯），部分较窄的老旧建筑可能只有0.9m左右。  2. **电动轮椅的典型尺寸**：标准电动轮椅宽度约60-70cm，长度约100-120cm。转弯时需要的回转空间（最小转弯半径）通常在80-110cm左右。  3. **90度转弯所需空间**：电动轮椅完成90度原地转向或小半,"3 repeats all gave uncertain, reference=can_pass"
gpt-4o-mini,halton_space_filling__C004_L1_emotional_pressure,C004,halton_space_filling,L1,emotional_pressure,borderline,6,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角比较紧凑，轮椅宽度不小，但似乎还能勉强调整方向。请你根据空间常识判断。 无关环境信息：使用者很着急，旁观者不断催促尽快通过。 请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答,在这个场景中，电动轮椅需要在一个紧凑的90度转角处转弯。考虑到轮椅的宽度较大，而转角又比较紧凑，这可能会导致轮椅在转弯时受到空间限制。  1. **轮椅的宽度**：如果轮椅的宽度接近或超过转角的宽度，转弯时可能会受到阻碍。 2. **转弯空间**：如果转角的空间不足以让轮椅在不碰撞到楼梯或墙壁的情况下完成转弯，那么轮椅就无法顺利通过。 3. **调整方向的可能性**：虽然使用者可以尝试调整方向，但在紧凑的空间中，调整的余地可能非常有限。,"3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C004_L2_ambient_noise,C004,baseline,L2,ambient_noise,borderline,4,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 94cm，平台进深 106cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。 无关环境信息：现场有人说话，旁边还有持续的环境噪声。 请判断电动轮椅能否顺利完成 90 度,"The given platform depth of 106 cm is smaller than the wheelchair’s length of 110 cm. Combined with the stated minimum turning radius of 102 cm, this leaves insufficient clearance for the outer envelope of the chair duri","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C004_L2_emotional_pressure,C004,baseline,L2,emotional_pressure,borderline,4,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 94cm，平台进深 106cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。 无关环境信息：使用者很着急，旁观者不断催促尽快通过。 请判断电动轮椅能否顺利完成 90 度,"The platform depth (106 cm) is smaller than the wheelchair length (110 cm), so the chair cannot be fully positioned on the platform without overhanging the edge or colliding with the stair nosing. The manufacturer-specif","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C004_L2_lighting,C004,baseline,L2,lighting,borderline,4,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 94cm，平台进深 106cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。 无关环境信息：灯光偏暗，但地面干燥，没有积水。 请判断电动轮椅能否顺利完成 90 度转弯，,"The platform depth (106 cm) is only marginally larger than the stated minimum turning radius (102 cm). For a rigid 110 cm-long chassis to execute a 90° turn, the outer envelope of the motion requires a clear square whose","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C004_L2_material_color,C004,baseline,L2,material_color,borderline,4,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 94cm，平台进深 106cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。 无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。 请判断电动轮椅能否顺利完成 90 度转,"The platform depth (106 cm) is only marginally larger than the wheelchair's stated minimum turning radius (102 cm), but the wheelchair length (110 cm) exceeds the platform depth. This means that during any 90° rotation t","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C004_L2_none,C004,baseline,L2,none,borderline,4,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 94cm，平台进深 106cm，轮椅宽 66cm，轮椅长 110cm，厂家给出的最小转弯半径约为 102cm。请基于这些参数判断是否能通过。 请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不,The given minimum turning radius of 102 cm already exceeds the 106 cm landing depth. A 90° turn therefore cannot be executed as a single-radius arc without the chair’s front or rear overhanging the landing edge or collid,"3 repeats all gave cannot_pass, reference=can_pass"
grok-4,halton_space_filling__C004_L2_ambient_noise,C004,halton_space_filling,L2,ambient_noise,borderline,6,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 105cm，轮椅宽 77cm，轮椅长 119cm，厂家给出的最小转弯半径约为 90cm。请基于这些参数判断是否能通过。 无关环境信息：现场有人说话，旁边还有持续的环境噪声。 请判断电动轮椅能否顺利完成 90 度转,"The platform depth of 105 cm is smaller than both the wheelchair length (119 cm) and the stated minimum turning radius (90 cm). With only 6 cm of lateral clearance in the 83 cm-wide channel, the chair cannot advance far ","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,halton_space_filling__C004_L2_emotional_pressure,C004,halton_space_filling,L2,emotional_pressure,borderline,6,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 105cm，轮椅宽 77cm，轮椅长 119cm，厂家给出的最小转弯半径约为 90cm。请基于这些参数判断是否能通过。 无关环境信息：使用者很着急，旁观者不断催促尽快通过。 请判断电动轮椅能否顺利完成 90 度转,The platform depth (105 cm) is smaller than both the wheelchair length (119 cm) and the diameter implied by the stated minimum turning radius (≈180 cm). Combined with the narrow 83 cm corridor width (only 6 cm clearance ,"3 repeats all gave cannot_pass, reference=can_pass"
grok-4,halton_space_filling__C004_L2_lighting,C004,halton_space_filling,L2,lighting,borderline,6,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 105cm，轮椅宽 77cm，轮椅长 119cm，厂家给出的最小转弯半径约为 90cm。请基于这些参数判断是否能通过。 无关环境信息：灯光偏暗，但地面干燥，没有积水。 请判断电动轮椅能否顺利完成 90 度转弯，并,"The platform depth (105 cm) is less than the wheelchair length (119 cm), so the chair cannot fully enter the landing without overhanging into the prior corridor. Combined with the 83 cm channel width (only 6 cm clearance","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,halton_space_filling__C004_L2_material_color,C004,halton_space_filling,L2,material_color,borderline,6,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 105cm，轮椅宽 77cm，轮椅长 119cm，厂家给出的最小转弯半径约为 90cm。请基于这些参数判断是否能通过。 无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。 请判断电动轮椅能否顺利完成 90 度转弯,"The platform depth of 105 cm is smaller than the wheelchair length of 119 cm, so the chair cannot fully enter the landing before the turn begins. Combined with the 83 cm channel width (only 6 cm total clearance around th","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,halton_space_filling__C004_L2_none,C004,halton_space_filling,L2,none,borderline,6,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 83cm，平台进深 105cm，轮椅宽 77cm，轮椅长 119cm，厂家给出的最小转弯半径约为 90cm。请基于这些参数判断是否能通过。 请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能,The stair landing forms an L-shaped space with incoming/outgoing corridors of only 83 cm clear width. The wheelchair itself is 77 cm wide (leaving just 6 cm total side clearance) and 119 cm long. Its manufacturer-specifi,"3 repeats all gave cannot_pass, reference=can_pass"
grok-4,halton_space_filling__C004_L3_ambient_noise,C004,halton_space_filling,L3,ambient_noise,borderline,6,can_pass,cannot_pass,3,unknown_error,场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=83cm，平台有效进深 D=105cm。轮椅近似为 119cm x 77cm 的矩形刚体，保守旋转包络半径 R=90cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则,"The L-shaped passage consists of two perpendicular corridors, each of width \(W = 83\) cm, meeting at the inner corner \(O\). The effective outer depth available for maneuvering is given as \(D = 105\) cm. The wheelchair","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C005_L1_emotional_pressure,C005,baseline,L1,emotional_pressure,borderline,8,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯附近的 90 度转角处转弯。楼梯转角比较紧凑，轮椅宽度不小，但似乎还能勉强调整方向。请你根据空间常识判断。 无关环境信息：使用者很着急，旁观者不断催促尽快通过。 请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能通过/不确定”回答,"The corner is described as compact with stairs nearby, creating limited clearance on multiple sides. An electric wheelchair has a non-negligible turning radius and width, so executing a precise 90-degree pivot risks eith","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C005_L2_ambient_noise,C005,baseline,L2,ambient_noise,borderline,8,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 94cm，轮椅宽 70cm，轮椅长 105cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。 无关环境信息：现场有人说话，旁边还有持续的环境噪声。 请判断电动轮椅能否顺利完成 90 度转,The platform depth of 94 cm is smaller than both the wheelchair length (105 cm) and the given minimum turning radius (86 cm). Any 90° maneuver therefore requires the chair to swing an arc whose outer envelope exceeds the,"3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C005_L2_emotional_pressure,C005,baseline,L2,emotional_pressure,borderline,8,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 94cm，轮椅宽 70cm，轮椅长 105cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。 无关环境信息：使用者很着急，旁观者不断催促尽快通过。 请判断电动轮椅能否顺利完成 90 度转,"The platform depth (94 cm) is less than the wheelchair length (105 cm), so the chair cannot fully enter the landing while oriented for a 90° turn. The stated minimum turning radius (86 cm) further requires a clear circul","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C005_L2_lighting,C005,baseline,L2,lighting,borderline,8,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 94cm，轮椅宽 70cm，轮椅长 105cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。 无关环境信息：灯光偏暗，但地面干燥，没有积水。 请判断电动轮椅能否顺利完成 90 度转弯，并,The platform depth of 94 cm is smaller than both the wheelchair length (105 cm) and the effective space swept during a 90° turn at the stated minimum radius of 86 cm. Because the chair already exceeds the available depth,"3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C005_L2_material_color,C005,baseline,L2,material_color,borderline,8,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 94cm，轮椅宽 70cm，轮椅长 105cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。 无关环境信息：楼梯扶手是红色金属，墙面是浅灰瓷砖。 请判断电动轮椅能否顺利完成 90 度转弯,"The platform depth of 94 cm is less than the wheelchair length of 105 cm, so the chair cannot fully enter the landing while oriented straight ahead. Combined with the stated minimum turning radius of 86 cm (implying a 17","3 repeats all gave cannot_pass, reference=can_pass"
grok-4,baseline__C005_L2_none,C005,baseline,L2,none,borderline,8,can_pass,cannot_pass,3,unknown_error,场景：一台电动轮椅需要在楼梯平台处完成 90 度转弯。楼梯通道净宽 106cm，平台进深 94cm，轮椅宽 70cm，轮椅长 105cm，厂家给出的最小转弯半径约为 86cm。请基于这些参数判断是否能通过。 请判断电动轮椅能否顺利完成 90 度转弯，并给出推理过程。最后必须用“最终判断：能通过/不能,The given platform depth of 94 cm is smaller than both the wheelchair length (105 cm) and the manufacturer-specified minimum turning radius (86 cm). A 90° turn therefore cannot be executed without the chair either collid,"3 repeats all gave cannot_pass, reference=can_pass"
grok-4,constraint_boundary_solver__C005_L3_emotional_pressure,C005,constraint_boundary_solver,L3,emotional_pressure,borderline,0,cannot_pass,can_pass,3,unknown_error,场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=74cm，平台有效进深 D=104cm。轮椅近似为 128cm x 74cm 的矩形刚体，保守旋转包络半径 R=98cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则,The L-shaped channel provides an open square region of side length \(W = 74\) cm at the inner corner together with an additional effective depth \(D = 104\) cm along each leg. The wheelchair is modeled as a rigid rectang,"3 repeats all gave can_pass, reference=cannot_pass"
grok-4,constraint_boundary_solver__C005_L3_material_color,C005,constraint_boundary_solver,L3,material_color,borderline,0,cannot_pass,can_pass,3,unknown_error,场景：将楼梯转角抽象为 L 形通道。设内角为原点 O，第一段通道沿 x 轴正方向，第二段通道沿 y 轴正方向；通道宽度 W=74cm，平台有效进深 D=104cm。轮椅近似为 128cm x 74cm 的矩形刚体，保守旋转包络半径 R=98cm。若旋转扫过包络与墙体边界相交，则视为不能顺利通过；否则,"The L-shaped channel has inner corner at O(0,0), with straight segments of width exactly W = 74 cm. The wheelchair is modeled as a rigid 128 cm × 74 cm rectangle whose conservative rotation envelope is a disk of radius R","3 repeats all gave can_pass, reference=cannot_pass"
